Ti,V,Fe,Co,Ni,Zr,Mo,Sn,W,CM_type,CM_morph,MS2_morph,CP_morph,SSA,C,Cation,Anion,P_low,P_high,CD,Cs,Cs_zscore
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,9.3,6.0,K,OH,0.0,0.5,10.0,75.0,-0.8825483001851719
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,9.3,6.0,K,OH,0.0,0.5,15.0,61.0,-0.904131424377776
False,False,False,False,False,False,True,False,False,G-based,2D,flower-like clusters,supported,10.3,6.0,K,OH,0.0,0.5,2.0,132.0,-0.7946741516867125
False,False,False,False,False,False,True,False,False,G-based,2D,flower-like clusters,supported,10.3,6.0,K,OH,0.0,0.5,5.0,111.0,-0.8270488379756186
False,False,False,False,False,False,True,False,False,G-based,2D,flower-like clusters,supported,10.3,6.0,K,OH,0.0,0.5,10.0,89.0,-0.8609651759925678
False,False,False,False,False,False,True,False,False,G-based,2D,flower-like clusters,supported,10.3,6.0,K,OH,0.0,0.5,15.0,66.0,-0.8964231657375603
False,False,False,False,False,False,True,False,False,G-based,2D,flower-like clusters,supported,15.0,6.0,K,OH,0.0,0.5,2.0,145.0,-0.7746326792221515
False,False,False,False,False,False,True,False,False,G-based,2D,flower-like clusters,supported,15.0,6.0,K,OH,0.0,0.5,5.0,132.0,-0.7946741516867125
False,False,False,False,False,False,True,False,False,G-based,2D,flower-like clusters,supported,15.0,6.0,K,OH,0.0,0.5,10.0,111.0,-0.8270488379756186
False,False,False,False,False,False,True,False,False,G-based,2D,flower-like clusters,supported,15.0,6.0,K,OH,0.0,0.5,15.0,98.0,-0.8470903104401796
False,False,False,False,False,False,True,False,False,G-based,2D,flower-like clusters,supported,26.1,6.0,K,OH,0.0,0.5,2.0,212.0,-0.6713420134432606
False,False,False,False,False,False,True,False,False,G-based,2D,flower-like clusters,supported,26.1,6.0,K,OH,0.0,0.5,5.0,155.0,-0.75921616194172
False,False,False,False,False,False,True,False,False,G-based,2D,flower-like clusters,supported,26.1,6.0,K,OH,0.0,0.5,10.0,133.0,-0.7931324999586693
False,False,False,False,False,False,True,False,False,G-based,2D,flower-like clusters,supported,26.1,6.0,K,OH,0.0,0.5,15.0,105.0,-0.8362987483438775
False,False,False,False,False,False,True,False,False,G-based,2D,flower-like clusters,supported,13.3,6.0,K,OH,0.0,0.5,2.0,199.0,-0.6913834859078215
False,False,False,False,False,False,True,False,False,G-based,2D,flower-like clusters,supported,13.3,6.0,K,OH,0.0,0.5,5.0,136.0,-0.7885075447745399
False,False,False,False,False,False,True,False,False,G-based,2D,flower-like clusters,supported,13.3,6.0,K,OH,0.0,0.5,10.0,120.0,-0.8131739724232303
False,False,False,False,False,False,True,False,False,G-based,2D,flower-like clusters,supported,13.3,6.0,K,OH,0.0,0.5,15.0,100.0,-0.8440070069840933
False,False,False,False,False,False,True,False,False,NoCP,NoCP,nanosheets,NoCP,21.1,1.0,Na,SO4,-0.8,0.2,1.0,119.0,-0.8147156241512734
False,False,False,False,False,False,True,False,False,NoCP,NoCP,nanosheets,NoCP,21.1,1.0,Na,SO4,-0.8,0.2,1.5,108.0,-0.8316737931597481
False,False,False,False,False,False,True,False,False,NoCP,NoCP,nanosheets,NoCP,21.1,1.0,Na,SO4,-0.8,0.2,3.0,94.0,-0.8532569173523521
False,False,False,False,False,False,True,False,False,NoCP,NoCP,nanosheets,NoCP,21.1,1.0,Na,SO4,-0.8,0.2,5.0,85.0,-0.8671317829047405
False,False,False,False,False,False,True,False,False,NoCP,NoCP,nanosheets,NoCP,21.1,1.0,Na,SO4,-0.8,0.2,10.0,71.0,-0.8887149070973446
False,False,False,False,False,False,True,False,False,derived carbon-based,3D porous,nanosheets,supported,918.0,1.0,Na,SO4,-0.8,0.2,1.0,251.0,-0.6112175960495778
False,False,False,False,False,False,True,False,False,derived carbon-based,3D porous,nanosheets,supported,918.0,1.0,Na,SO4,-0.8,0.2,1.5,233.0,-0.6389673271543544
False,False,False,False,False,False,True,False,False,derived carbon-based,3D porous,nanosheets,supported,918.0,1.0,Na,SO4,-0.8,0.2,3.0,215.0,-0.6667170582591311
False,False,False,False,False,False,True,False,False,derived carbon-based,3D porous,nanosheets,supported,918.0,1.0,Na,SO4,-0.8,0.2,5.0,196.0,-0.6960084410919509
False,False,False,False,False,False,True,False,False,derived carbon-based,3D porous,nanosheets,supported,918.0,1.0,Na,SO4,-0.8,0.2,10.0,181.0,-0.7191332170125981
False,False,False,False,False,False,True,False,False,G-based,2D,nanosheets,supported,70.1,1.0,H,SO4,-0.6,0.2,0.75,331.0,-0.48788545780612586
False,False,False,False,False,False,True,False,False,G-based,2D,nanosheets,supported,70.1,1.0,H,SO4,-0.6,0.2,1.0,310.0,-0.520260144095032
False,False,False,False,False,False,True,False,False,G-based,2D,nanosheets,supported,70.1,1.0,H,SO4,-0.6,0.2,2.0,247.0,-0.6173842029617503
False,False,False,False,False,False,True,False,False,G-based,2D,nanosheets,supported,70.1,1.0,H,SO4,-0.6,0.2,3.0,231.0,-0.6420506306104408
False,False,False,False,False,False,True,False,False,G-based,2D,nanosheets,supported,70.1,1.0,H,SO4,-0.6,0.2,4.0,216.0,-0.665175406531088
False,False,False,False,False,False,True,False,False,G-based,2D,nanosheets,supported,70.1,1.0,H,SO4,-0.6,0.2,5.0,206.0,-0.6805919238115195
False,False,False,False,False,False,True,False,False,G-based,2D,nanosheets,supported,70.1,1.0,H,SO4,-0.6,0.2,10.0,172.0,-0.7330080825649865
False,False,False,False,False,False,True,False,False,G-based,2D,nanosheets,supported,24.8,1.0,H,SO4,-0.6,0.2,0.75,103.0,-0.8393820517999638
False,False,False,False,False,False,True,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,1.8,1.0,K,OH,0.0,0.6,2.0,173.0,-0.7314664308369434
False,False,False,False,False,False,True,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,1.8,1.0,K,OH,0.0,0.6,4.0,169.0,-0.7376330377491159
False,False,False,False,False,False,True,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,1.8,1.0,K,OH,0.0,0.6,6.0,146.0,-0.7730910274941084
False,False,False,False,False,False,True,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,1.8,1.0,K,OH,0.0,0.6,8.0,125.0,-0.8054657137830146
False,False,False,False,False,False,True,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,1.8,1.0,K,OH,0.0,0.6,10.0,111.0,-0.8270488379756186
False,False,False,False,False,False,True,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,1.8,1.0,K,OH,0.0,0.6,20.0,102.0,-0.8409237035280069
False,False,False,False,False,False,True,False,True,G-based,2D,nanosheets,supported,109.0,3.0,K,OH,0.0,0.4,1.0,365.0,-0.4354692990526588
False,False,False,False,False,False,True,False,True,G-based,2D,nanosheets,supported,109.0,3.0,K,OH,0.0,0.4,2.0,343.0,-0.46938563706960806
False,False,False,False,False,False,True,False,True,G-based,2D,nanosheets,supported,109.0,3.0,K,OH,0.0,0.4,4.0,312.0,-0.5171768406389456
False,False,False,False,False,False,True,False,True,G-based,2D,nanosheets,supported,109.0,3.0,K,OH,0.0,0.4,8.0,280.0,-0.5665096959363265
False,False,False,False,False,False,False,True,False,NoCP,NoCP,flower-like clusters,NoCP,64.8,2.0,K,OH,0.0,0.5,1.0,432.0,-0.33217863327376784
False,False,False,False,False,False,False,True,False,NoCP,NoCP,flower-like clusters,NoCP,64.8,2.0,K,OH,0.0,0.5,2.0,399.0,-0.38305314029919174
False,False,False,False,False,False,False,True,False,NoCP,NoCP,flower-like clusters,NoCP,64.8,2.0,K,OH,0.0,0.5,3.0,312.0,-0.5171768406389456
False,False,False,False,False,False,False,True,False,NoCP,NoCP,flower-like clusters,NoCP,64.8,2.0,K,OH,0.0,0.5,5.0,272.0,-0.5788429097606717
False,False,False,False,False,False,False,True,False,NoCP,NoCP,flower-like clusters,NoCP,64.8,2.0,K,OH,0.0,0.5,7.0,231.0,-0.6420506306104408
False,False,False,False,False,False,False,True,False,NoCP,NoCP,flower-like clusters,NoCP,64.8,2.0,K,OH,0.0,0.5,8.0,157.0,-0.7561328584856337
False,False,False,False,False,False,False,True,False,NoCP,NoCP,flower-like clusters,NoCP,64.8,2.0,K,OH,0.0,0.5,10.0,126.0,-0.8039240620549714
False,False,False,False,False,False,False,True,False,NoCP,NoCP,bulk,NoCP,27.4,2.0,K,OH,0.0,0.5,1.0,113.0,-0.8239655345195323
False,False,False,False,False,False,False,True,False,NoCP,NoCP,bulk,NoCP,27.4,2.0,K,OH,0.0,0.5,2.0,105.0,-0.8362987483438775
False,False,False,False,False,False,False,True,False,NoCP,NoCP,bulk,NoCP,27.4,2.0,K,OH,0.0,0.5,3.0,68.0,-0.893339862281474
False,False,False,False,False,False,False,True,False,NoCP,NoCP,bulk,NoCP,27.4,2.0,K,OH,0.0,0.5,5.0,67.0,-0.8948815140095171
False,False,False,False,False,False,False,True,False,NoCP,NoCP,bulk,NoCP,27.4,2.0,K,OH,0.0,0.5,7.0,44.0,-0.9303395037545096
False,False,False,False,False,False,False,True,False,NoCP,NoCP,bulk,NoCP,27.4,2.0,K,OH,0.0,0.5,8.0,35.0,-0.944214369306898
False,False,False,False,False,False,False,True,False,NoCP,NoCP,bulk,NoCP,27.4,2.0,K,OH,0.0,0.5,10.0,29.0,-0.9534642796751568
False,False,False,False,False,False,False,True,False,NoCP,NoCP,irregular nanoparticles,NoCP,32.9,2.0,K,OH,0.0,0.5,1.0,390.0,-0.39692800585158006
False,False,False,False,False,False,False,True,False,NoCP,NoCP,irregular nanoparticles,NoCP,32.9,2.0,K,OH,0.0,0.5,2.0,366.0,-0.43392764732461564
False,False,False,False,False,False,False,True,False,NoCP,NoCP,irregular nanoparticles,NoCP,32.9,2.0,K,OH,0.0,0.5,3.0,247.0,-0.6173842029617503
False,False,False,False,False,False,False,True,False,NoCP,NoCP,irregular nanoparticles,NoCP,32.9,2.0,K,OH,0.0,0.5,5.0,240.0,-0.6281757650580524
False,False,False,False,False,False,False,True,False,NoCP,NoCP,irregular nanoparticles,NoCP,32.9,2.0,K,OH,0.0,0.5,7.0,172.0,-0.7330080825649865
False,False,False,False,False,False,False,True,False,NoCP,NoCP,irregular nanoparticles,NoCP,32.9,2.0,K,OH,0.0,0.5,8.0,121.0,-0.8116323206951871
False,False,False,False,False,False,False,True,False,NoCP,NoCP,irregular nanoparticles,NoCP,32.9,2.0,K,OH,0.0,0.5,10.0,100.0,-0.8440070069840933
False,False,False,False,False,False,False,True,False,NoCP,NoCP,nanosheets,NoCP,17.5,3.5,K,OH,-0.1,0.4,1.0,89.0,-0.8609651759925678
False,False,False,False,False,False,False,True,False,NoCP,NoCP,nanosheets,NoCP,17.5,3.5,K,OH,-0.1,0.4,2.0,71.0,-0.8887149070973446
False,False,False,False,False,False,False,True,False,NoCP,NoCP,nanosheets,NoCP,17.5,3.5,K,OH,-0.1,0.4,4.0,65.0,-0.8979648174656034
False,False,False,False,False,False,False,True,False,NoCP,NoCP,nanosheets,NoCP,17.5,3.5,K,OH,-0.1,0.4,10.0,51.0,-0.9195479416582075
False,False,False,False,False,False,True,True,False,NoCP,NoCP,flower-like clusters,NoCP,31.4,3.5,K,OH,-0.1,0.4,1.0,213.0,-0.6698003617152174
False,False,False,False,False,False,True,True,False,NoCP,NoCP,flower-like clusters,NoCP,31.4,3.5,K,OH,-0.1,0.4,2.0,184.0,-0.7145082618284687
False,False,False,False,False,False,True,True,False,NoCP,NoCP,flower-like clusters,NoCP,31.4,3.5,K,OH,-0.1,0.4,4.0,153.0,-0.7622994653978064
False,False,False,False,False,False,True,True,False,NoCP,NoCP,flower-like clusters,NoCP,31.4,3.5,K,OH,-0.1,0.4,10.0,79.0,-0.8763816932729994
False,False,False,False,False,False,False,True,False,NoCP,NoCP,flower-like clusters,NoCP,10.7,1.0,K,Cl,0.0,0.8,1.0,125.0,-0.8054657137830146
False,False,False,False,False,False,False,True,False,NoCP,NoCP,irregular nanoparticles,NoCP,52.4,2.0,K,OH,0.0,0.42,1.0,497.0,-0.23197127095096315
False,False,False,False,False,False,False,True,False,NoCP,NoCP,irregular nanoparticles,NoCP,52.4,2.0,K,OH,0.0,0.42,1.5,471.0,-0.272054215880085
False,False,False,False,False,False,False,True,False,NoCP,NoCP,irregular nanoparticles,NoCP,52.4,2.0,K,OH,0.0,0.42,2.0,454.0,-0.2982622952568185
False,False,False,False,False,False,False,True,False,NoCP,NoCP,irregular nanoparticles,NoCP,52.4,2.0,K,OH,0.0,0.42,2.5,437.0,-0.3244703746335521
False,False,False,False,False,False,False,True,False,NoCP,NoCP,irregular nanoparticles,NoCP,52.4,2.0,K,OH,0.0,0.42,3.0,429.0,-0.33680358845789726
False,False,False,False,False,False,False,True,False,NoCP,NoCP,irregular nanoparticles,NoCP,52.4,2.0,K,OH,0.0,0.42,5.0,343.0,-0.46938563706960806
False,False,False,False,False,False,False,True,False,CNT,3D special,irregular nanoparticles,interconnection,64.3,2.0,K,OH,0.0,0.42,1.0,938.0,0.4478971411160655
False,False,False,False,False,False,False,True,False,CNT,3D special,irregular nanoparticles,interconnection,64.3,2.0,K,OH,0.0,0.42,1.5,906.0,0.39856428581868475
False,False,False,False,False,False,False,True,False,CNT,3D special,irregular nanoparticles,interconnection,64.3,2.0,K,OH,0.0,0.42,2.0,882.0,0.36156464434564917
False,False,False,False,False,False,False,True,False,CNT,3D special,irregular nanoparticles,interconnection,64.3,2.0,K,OH,0.0,0.42,2.5,857.0,0.3230233511445704
False,False,False,False,False,False,False,True,False,CNT,3D special,irregular nanoparticles,interconnection,64.3,2.0,K,OH,0.0,0.42,3.0,803.0,0.2397741578302404
False,False,False,False,False,False,False,True,False,CNT,3D special,irregular nanoparticles,interconnection,64.3,2.0,K,OH,0.0,0.42,3.5,774.0,0.19506625771698907
False,False,False,False,False,False,False,True,False,CNT,3D special,irregular nanoparticles,interconnection,64.3,2.0,K,OH,0.0,0.42,4.0,730.0,0.12723358168309054
False,False,False,False,False,False,False,True,False,CNT,3D special,irregular nanoparticles,interconnection,64.3,2.0,K,OH,0.0,0.42,4.5,704.0,0.08715063675396867
False,False,False,False,False,False,False,True,False,CNT,3D special,irregular nanoparticles,interconnection,64.3,2.0,K,OH,0.0,0.42,5.0,682.0,0.05323429873701939
False,False,False,False,False,False,False,True,False,NoCP,NoCP,irregular nanoparticles,NoCP,25.0,1.0,Li,SO4,-0.6,0.4,1.0,46.0,-0.9272562002984233
False,False,False,False,False,False,False,True,False,NoCP,NoCP,irregular nanoparticles,NoCP,25.0,1.0,Na,SO4,-0.3,0.7,1.0,18.0,-0.9704224486836315
False,False,False,False,False,False,False,True,False,NoCP,NoCP,irregular nanoparticles,NoCP,25.0,1.0,K,OH,-0.6,0.4,1.0,63.0,-0.9010481209216897
False,False,False,False,False,False,False,True,False,NoCP,NoCP,flower-like clusters,NoCP,42.0,1.0,Li,SO4,-0.6,0.4,1.0,112.0,-0.8255071862475755
False,False,False,False,False,False,False,True,False,NoCP,NoCP,flower-like clusters,NoCP,42.0,1.0,Na,SO4,-0.3,0.7,1.0,20.0,-0.9673391452275452
False,False,False,False,False,False,False,True,False,NoCP,NoCP,flower-like clusters,NoCP,42.0,1.0,K,OH,-0.6,0.4,1.0,89.0,-0.8609651759925678
False,False,False,False,False,False,False,True,False,NoCP,NoCP,nanoparticles,NoCP,72.4,1.0,Na,OH,-0.2,0.6,3.0,165.0,-0.7437996446612886
False,False,False,False,False,False,False,True,False,NoCP,NoCP,nanoparticles,NoCP,72.4,1.0,Na,OH,-0.2,0.6,3.5,160.0,-0.7515079033015043
False,False,False,False,False,False,False,True,False,NoCP,NoCP,nanoparticles,NoCP,72.4,1.0,Na,OH,-0.2,0.6,5.0,131.0,-0.7962158034147556
False,False,False,False,False,False,False,True,False,NoCP,NoCP,nanoparticles,NoCP,72.4,1.0,Na,OH,-0.2,0.6,10.0,122.0,-0.810090668967144
False,False,False,False,False,False,False,True,False,NoCP,NoCP,nanoparticles,NoCP,72.4,1.0,Na,OH,-0.2,0.6,20.0,108.0,-0.8316737931597481
False,False,False,False,False,False,False,True,False,NoCP,NoCP,nanosheets,NoCP,44.6,2.0,K,OH,-0.4,0.2,1.0,85.0,-0.8671317829047405
False,False,False,False,False,False,False,True,False,NoCP,NoCP,nanosheets,NoCP,44.6,2.0,K,OH,-0.4,0.2,2.0,48.0,-0.9241728968423369
False,False,False,False,False,False,False,True,False,NoCP,NoCP,nanosheets,NoCP,44.6,2.0,K,OH,-0.4,0.2,3.0,32.0,-0.9488393244910274
False,False,False,False,False,False,False,True,False,NoCP,NoCP,nanosheets,NoCP,44.6,2.0,K,OH,-0.4,0.2,4.0,17.0,-0.9719641004116746
False,False,False,False,False,False,False,True,False,NoCP,NoCP,nanosheets,NoCP,44.6,2.0,K,OH,-0.4,0.2,5.0,15.0,-0.9750474038677609
False,False,False,False,False,False,False,True,False,G-based,2D,nanosheets,coated,115.0,2.0,K,OH,-0.4,0.2,1.0,565.0,-0.12713895344402903
False,False,False,False,False,False,False,True,False,G-based,2D,nanosheets,coated,115.0,2.0,K,OH,-0.4,0.2,2.0,367.0,-0.4323859955965725
False,False,False,False,False,False,False,True,False,G-based,2D,nanosheets,coated,115.0,2.0,K,OH,-0.4,0.2,3.0,288.0,-0.5541764821119812
False,False,False,False,False,False,False,True,False,G-based,2D,nanosheets,coated,115.0,2.0,K,OH,-0.4,0.2,4.0,232.0,-0.6405089788823976
False,False,False,False,False,False,False,True,False,G-based,2D,nanosheets,coated,115.0,2.0,K,OH,-0.4,0.2,5.0,195.0,-0.6975500928199941
False,False,False,False,False,False,False,True,False,NoCP,NoCP,irregular nanoparticles,NoCP,78.2,2.0,K,OH,0.0,0.45,0.3,125.0,-0.8054657137830146
False,False,False,False,False,False,False,True,False,NoCP,NoCP,irregular nanoparticles,NoCP,78.2,2.0,K,OH,0.0,0.45,0.5,121.0,-0.8116323206951871
False,False,False,False,False,False,False,True,False,NoCP,NoCP,irregular nanoparticles,NoCP,78.2,2.0,K,OH,0.0,0.45,1.0,107.0,-0.8332154448877912
False,False,False,False,False,False,False,True,False,NoCP,NoCP,irregular nanoparticles,NoCP,78.2,2.0,K,OH,0.0,0.45,3.0,77.0,-0.8794649967290856
False,False,False,False,False,False,False,True,False,NoCP,NoCP,irregular nanoparticles,NoCP,78.2,2.0,K,OH,0.0,0.45,5.0,65.0,-0.8979648174656034
False,False,False,False,False,False,False,True,False,NoCP,NoCP,irregular nanoparticles,NoCP,78.2,2.0,K,OH,0.0,0.45,10.0,49.0,-0.9226312451142938
False,False,False,False,False,False,False,True,False,G-based,2D,irregular nanoparticles,supported,41.8,2.0,K,OH,0.0,0.45,0.3,274.0,-0.5757596063045853
False,False,False,False,False,False,False,True,False,G-based,2D,irregular nanoparticles,supported,41.8,2.0,K,OH,0.0,0.45,0.5,233.0,-0.6389673271543544
False,False,False,False,False,False,False,True,False,G-based,2D,irregular nanoparticles,supported,41.8,2.0,K,OH,0.0,0.45,1.0,201.0,-0.6883001824517352
False,False,False,False,False,False,False,True,False,G-based,2D,irregular nanoparticles,supported,41.8,2.0,K,OH,0.0,0.45,3.0,156.0,-0.7576745102136769
False,False,False,False,False,False,False,True,False,G-based,2D,irregular nanoparticles,supported,41.8,2.0,K,OH,0.0,0.45,5.0,134.0,-0.7915908482306262
False,False,False,False,False,False,False,True,False,G-based,2D,irregular nanoparticles,supported,41.8,2.0,K,OH,0.0,0.45,10.0,101.0,-0.84246535525605
False,False,False,False,False,False,False,False,True,NoCP,NoCP,irregular nanoparticles,NoCP,16.6,2.0,K,OH,-0.4,0.2,0.75,242.0,-0.6250924616019661
False,False,False,False,False,False,False,False,True,NoCP,NoCP,irregular nanoparticles,NoCP,16.6,2.0,K,OH,-0.4,0.2,1.0,208.0,-0.6775086203554331
False,False,False,False,False,False,False,False,True,NoCP,NoCP,irregular nanoparticles,NoCP,16.6,2.0,K,OH,-0.4,0.2,2.0,178.0,-0.7237581721967277
False,False,False,False,False,False,False,False,True,NoCP,NoCP,irregular nanoparticles,NoCP,16.6,2.0,K,OH,-0.4,0.2,3.0,168.0,-0.7391746894771591
False,False,False,False,False,False,False,False,True,NoCP,NoCP,irregular nanoparticles,NoCP,16.6,2.0,K,OH,-0.4,0.2,4.0,160.0,-0.7515079033015043
False,False,False,False,False,False,False,False,True,NoCP,NoCP,irregular nanoparticles,NoCP,16.6,2.0,K,OH,-0.4,0.2,5.0,155.0,-0.75921616194172
False,False,False,False,False,False,False,False,True,NoCP,NoCP,irregular nanoparticles,NoCP,16.6,2.0,K,OH,-0.4,0.2,6.0,150.0,-0.7669244205819358
False,False,False,False,False,False,False,False,True,NoCP,NoCP,irregular nanoparticles,NoCP,16.6,2.0,K,OH,-0.4,0.2,7.0,148.0,-0.7700077240380221
False,False,False,False,False,False,False,False,True,NoCP,NoCP,irregular nanoparticles,NoCP,16.6,2.0,K,OH,-0.4,0.2,10.0,139.0,-0.7838825895904105
False,False,False,False,False,False,False,False,True,NoCP,NoCP,nanosheets,NoCP,5.2,3.0,K,OH,0.0,0.55,1.0,262.0,-0.5942594270411031
False,False,False,False,False,False,False,False,True,NoCP,NoCP,nanosheets,NoCP,5.2,3.0,K,OH,0.0,0.55,1.5,221.0,-0.6574671478908722
False,False,False,False,False,False,False,False,True,NoCP,NoCP,nanosheets,NoCP,5.2,3.0,K,OH,0.0,0.55,2.0,164.0,-0.7453412963893317
False,False,False,False,False,False,False,False,True,NoCP,NoCP,nanosheets,NoCP,5.2,3.0,K,OH,0.0,0.55,2.5,86.0,-0.8655901311766974
False,False,False,False,False,False,False,False,True,NoCP,NoCP,nanosheets,NoCP,5.2,3.0,K,OH,0.0,0.55,3.0,65.0,-0.8979648174656034
False,False,False,False,False,False,False,False,True,NoCP,NoCP,flower-like clusters,NoCP,39.9,1.0,H,SO4,-0.3,0.6,0.5,156.0,-0.7576745102136769
False,False,False,False,False,False,False,False,True,NoCP,NoCP,flower-like clusters,NoCP,39.9,1.0,H,SO4,-0.3,0.6,0.8,113.0,-0.8239655345195323
False,False,False,False,False,False,False,False,True,NoCP,NoCP,flower-like clusters,NoCP,39.9,1.0,H,SO4,-0.3,0.6,1.0,96.0,-0.8501736138962659
False,False,False,False,False,False,False,False,True,NoCP,NoCP,flower-like clusters,NoCP,39.9,1.0,H,SO4,-0.3,0.6,3.0,74.0,-0.8840899519132152
False,False,False,False,False,False,False,False,True,NoCP,NoCP,flower-like clusters,NoCP,39.9,1.0,H,SO4,-0.3,0.6,5.0,70.0,-0.8902565588253877
False,False,False,False,False,False,False,False,True,NoCP,NoCP,flower-like clusters,NoCP,12.8,1.0,K,OH,0.0,0.8,0.25,244.0,-0.6220091581458798
False,False,False,False,False,False,False,False,True,NoCP,NoCP,flower-like clusters,NoCP,12.8,1.0,K,OH,0.0,0.8,0.5,236.0,-0.634342371970225
False,False,False,False,False,False,False,False,True,NoCP,NoCP,flower-like clusters,NoCP,12.8,1.0,K,OH,0.0,0.8,1.0,228.0,-0.6466755857945702
False,False,False,False,False,False,False,False,True,NoCP,NoCP,flower-like clusters,NoCP,12.8,1.0,K,OH,0.0,0.8,2.0,220.0,-0.6590087996189153
False,False,False,False,False,False,False,False,True,NoCP,NoCP,flower-like clusters,NoCP,12.8,1.0,K,OH,0.0,0.8,5.0,208.0,-0.6775086203554331
False,False,False,False,False,False,False,False,True,NoCP,NoCP,irregular nanoparticles,NoCP,3.6,2.0,K,OH,-0.2,0.4,0.2,265.0,-0.5896344718569737
False,False,False,False,False,False,False,False,True,NoCP,NoCP,irregular nanoparticles,NoCP,3.6,2.0,K,OH,-0.2,0.4,0.5,245.0,-0.6204675064178367
False,False,False,False,False,False,False,False,True,NoCP,NoCP,irregular nanoparticles,NoCP,3.6,2.0,K,OH,-0.2,0.4,1.0,221.0,-0.6574671478908722
False,False,False,False,False,False,False,False,True,NoCP,NoCP,irregular nanoparticles,NoCP,3.6,2.0,K,OH,-0.2,0.4,2.0,206.0,-0.6805919238115195
False,False,False,False,False,False,False,False,True,NoCP,NoCP,irregular nanoparticles,NoCP,3.6,2.0,K,OH,-0.2,0.4,4.0,175.0,-0.7283831273808571
False,False,False,False,False,False,False,False,True,NoCP,NoCP,irregular nanoparticles,NoCP,3.6,2.0,K,OH,-0.2,0.4,10.0,134.0,-0.7915908482306262
False,False,False,False,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,supported,565.2,2.0,K,OH,-0.2,0.4,0.2,1306.0,1.0152249770359443
False,False,False,False,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,supported,565.2,2.0,K,OH,-0.2,0.4,0.5,1231.0,0.8996010974327081
False,False,False,False,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,supported,565.2,2.0,K,OH,-0.2,0.4,1.0,1074.0,0.6575617761299337
False,False,False,False,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,supported,565.2,2.0,K,OH,-0.2,0.4,2.0,795.0,0.2274409440058952
False,False,False,False,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,supported,565.2,2.0,K,OH,-0.2,0.4,4.0,631.0,-0.025389939393181203
False,False,False,False,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,supported,565.2,2.0,K,OH,-0.2,0.4,10.0,483.0,-0.25355439514356726
False,False,False,False,False,False,False,False,True,NoCP,NoCP,bulk,NoCP,7.2,1.0,Na,OH,0.0,0.8,0.5,62.0,-0.902589772649733
False,False,False,False,False,False,False,False,True,NoCP,NoCP,bulk,NoCP,7.2,1.0,Na,OH,0.0,0.8,1.0,60.0,-0.9056730761058192
False,False,False,False,False,False,False,False,True,NoCP,NoCP,bulk,NoCP,7.2,1.0,Na,OH,0.0,0.8,2.0,57.0,-0.9102980312899487
False,False,False,False,False,False,False,False,True,NoCP,NoCP,bulk,NoCP,7.2,1.0,Na,OH,0.0,0.8,5.0,53.0,-0.9164646382021212
False,False,False,False,False,False,False,False,True,NoCP,NoCP,bulk,NoCP,7.2,1.0,Na,OH,0.0,0.8,10.0,49.0,-0.9226312451142938
False,False,False,False,False,False,False,False,True,NoCP,NoCP,nanosheets,NoCP,13.6,1.0,Na,OH,0.0,0.8,0.5,144.0,-0.7761743309501947
False,False,False,False,False,False,False,False,True,NoCP,NoCP,nanosheets,NoCP,13.6,1.0,Na,OH,0.0,0.8,1.0,137.0,-0.7869658930464968
False,False,False,False,False,False,False,False,True,NoCP,NoCP,nanosheets,NoCP,13.6,1.0,Na,OH,0.0,0.8,2.0,131.0,-0.7962158034147556
False,False,False,False,False,False,False,False,True,NoCP,NoCP,nanosheets,NoCP,13.6,1.0,Na,OH,0.0,0.8,5.0,124.0,-0.8070073655110577
False,False,False,False,False,False,False,False,True,NoCP,NoCP,nanosheets,NoCP,13.6,1.0,Na,OH,0.0,0.8,10.0,118.0,-0.8162572758793165
False,False,False,False,False,False,False,False,True,CNF,1D fibers,flower-like clusters,supported,28.6,1.0,Na,OH,0.0,0.8,0.25,113.0,-0.8239655345195323
False,False,False,False,False,False,False,False,True,CNF,1D fibers,flower-like clusters,supported,28.6,1.0,Na,OH,0.0,0.8,0.5,103.0,-0.8393820517999638
False,False,False,False,False,False,False,False,True,CNF,1D fibers,flower-like clusters,supported,28.6,1.0,Na,OH,0.0,0.8,1.0,99.0,-0.8455486587121364
False,False,False,False,False,False,False,False,True,CNF,1D fibers,flower-like clusters,supported,28.6,1.0,Na,OH,0.0,0.8,2.0,96.0,-0.8501736138962659
False,False,False,False,False,False,False,False,True,CNF,1D fibers,flower-like clusters,supported,28.6,1.0,Na,OH,0.0,0.8,5.0,91.0,-0.8578818725364816
